order_id,customer_id,order_date,status,payment_method,shipping_cost,campaign_id
446,303,2025-02-21,Reembolsado,Billetera virtual,0.0,
447,296,2024-12-30,Completado,Efectivo (retiro en local),4.99,6
448,479,2025-02-23,Completado,Tarjeta de crédito,4.99,18
449,603,2024-07-05,Completado,Tarjeta de crédito,7.99,9
450,345,2026-03-26,Completado,Tarjeta de débito,0.0,7
451,468,2026-01-29,Cancelado,Billetera virtual,7.99,10
452,276,2026-01-13,Completado,Efectivo (retiro en local),0.0,3
453,145,2025-05-21,Completado,Billetera virtual,0.0,12
454,177,2025-04-05,Completado,Tarjeta de crédito,0.0,5
455,164,2025-05-19,Completado,Billetera virtual,4.99,10
456,99,2025-07-02,Completado,Transferencia,0.0,10
457,183,2025-01-27,Completado,Transferencia,0.0,14
458,236,2024-10-20,Completado,Tarjeta de débito,0.0,4
459,493,2024-07-06,Completado,Billetera virtual,0.0,3
460,132,2026-01-10,Cancelado,Billetera virtual,7.99,12
461,56,2025-04-07,Completado,Transferencia,7.99,18
462,485,2026-05-31,Completado,Efectivo (retiro en local),0.0,1
463,346,2026-05-26,Cancelado,Transferencia,0.0,14
464,25,2025-12-08,Completado,Tarjeta de débito,0.0,9
465,130,2026-06-15,Completado,Billetera virtual,2.5,6
466,151,2026-02-14,Reembolsado,Tarjeta de crédito,2.5,14
467,264,2026-06-09,Reembolsado,Tarjeta de crédito,2.5,1
468,588,2025-09-28,Completado,Billetera virtual,0.0,3
469,425,2026-04-04,Completado,Transferencia,0.0,12
470,13,2025-05-18,Completado,Transferencia,0.0,12
471,262,2025-07-18,Completado,Efectivo (retiro en local),0.0,18
472,579,2025-08-16,Completado,Tarjeta de crédito,0.0,15
473,183,2024-11-10,Pendiente,Billetera virtual,4.99,11
474,546,2025-07-07,Completado,Billetera virtual,2.5,12
475,101,2025-06-28,Cancelado,Billetera virtual,2.5,11
476,419,2024-06-24,Completado,Efectivo (retiro en local),0.0,3
477,205,2025-04-27,Completado,Transferencia,0.0,
478,182,2025-09-16,Cancelado,Tarjeta de crédito,4.99,8
479,417,2025-11-15,Completado,Billetera virtual,0.0,11
480,41,2025-06-08,Completado,Efectivo (retiro en local),7.99,18
481,249,2025-10-08,Completado,Transferencia,0.0,8
482,267,2025-05-17,Completado,Billetera virtual,0.0,12
483,380,2025-12-30,Completado,Transferencia,0.0,3
484,598,2025-04-07,Completado,Efectivo (retiro en local),0.0,6
485,514,2025-04-18,Cancelado,Transferencia,2.5,13
486,67,2025-05-17,Completado,Transferencia,0.0,5
487,584,2026-03-16,Completado,Efectivo (retiro en local),0.0,4
488,58,2025-09-01,Cancelado,Efectivo (retiro en local),0.0,5
489,94,2024-12-12,Reembolsado,Tarjeta de crédito,0.0,14
490,202,2025-10-03,Completado,Billetera virtual,0.0,13
491,596,2025-08-15,Pendiente,Tarjeta de crédito,7.99,12
492,278,2025-10-18,Reembolsado,Tarjeta de débito,0.0,14
493,522,2025-09-25,Completado,Tarjeta de débito,0.0,
494,313,2025-04-24,Pendiente,Efectivo (retiro en local),2.5,1
495,161,2025-04-30,Cancelado,Billetera virtual,7.99,17
496,323,2025-09-04,Completado,Billetera virtual,4.99,10
497,263,2025-03-29,Pendiente,Transferencia,0.0,8
498,492,2026-06-09,Cancelado,Billetera virtual,0.0,10
499,114,2025-09-27,Completado,Tarjeta de crédito,0.0,11
500,336,2026-01-08,Cancelado,Transferencia,4.99,14
501,457,2025-01-06,Completado,Transferencia,2.5,5
502,542,2024-08-01,Cancelado,Transferencia,0.0,16
503,526,2024-08-29,Cancelado,Billetera virtual,4.99,18
504,156,2026-03-29,Completado,Tarjeta de crédito,0.0,18
505,155,2025-02-21,Pendiente,Tarjeta de débito,4.99,8
506,554,2025-05-23,Completado,Transferencia,0.0,5
507,223,2025-05-30,Completado,Tarjeta de débito,2.5,1
508,180,2025-11-01,Cancelado,Efectivo (retiro en local),0.0,3
509,216,2024-09-01,Pendiente,Efectivo (retiro en local),0.0,13
510,318,2024-08-06,Completado,Transferencia,0.0,
511,482,2024-07-10,Completado,Efectivo (retiro en local),0.0,7
512,113,2024-11-14,Completado,Billetera virtual,0.0,7
513,48,2025-12-05,Completado,Efectivo (retiro en local),7.99,14
514,68,2024-09-24,Completado,Billetera virtual,2.5,15
515,585,2024-12-18,Completado,Tarjeta de débito,4.99,2
516,108,2025-02-11,Completado,Transferencia,0.0,7
517,594,2026-06-25,Pendiente,Tarjeta de crédito,7.99,10
518,35,2025-01-30,Completado,Billetera virtual,0.0,
519,191,2025-02-17,Completado,Billetera virtual,4.99,12
520,270,2024-08-04,Pendiente,Transferencia,2.5,18
521,469,2024-09-22,Completado,Efectivo (retiro en local),7.99,7
522,517,2024-12-04,Completado,Efectivo (retiro en local),0.0,2
523,544,2025-11-20,Completado,Efectivo (retiro en local),0.0,15
524,232,2026-06-04,Completado,Efectivo (retiro en local),4.99,11
525,480,2025-04-26,Completado,Transferencia,0.0,
526,493,2024-11-12,Pendiente,Tarjeta de débito,2.5,3
527,146,2026-04-20,Completado,Transferencia,0.0,18
528,483,2025-01-24,Reembolsado,Billetera virtual,0.0,1
529,106,2024-08-30,Reembolsado,Efectivo (retiro en local),4.99,9
530,258,2026-03-18,Cancelado,Transferencia,2.5,6
531,107,2026-05-27,Completado,Efectivo (retiro en local),4.99,16
532,432,2025-07-09,Reembolsado,Tarjeta de crédito,0.0,18
533,30,2026-06-17,Completado,Transferencia,0.0,9
534,561,2026-03-26,Completado,Billetera virtual,0.0,3
535,191,2025-06-27,Completado,Transferencia,7.99,13
536,519,2026-05-19,Reembolsado,Efectivo (retiro en local),0.0,15
537,332,2025-01-17,Completado,Tarjeta de crédito,0.0,15
538,232,2025-08-25,Reembolsado,Tarjeta de débito,0.0,
539,397,2025-02-23,Reembolsado,Transferencia,0.0,11
540,99,2025-11-02,Reembolsado,Billetera virtual,4.99,8
541,568,2025-01-16,Completado,Transferencia,4.99,
542,489,2026-05-25,Completado,Tarjeta de crédito,7.99,9
543,29,2026-06-01,Cancelado,Billetera virtual,2.5,2
544,367,2026-01-23,Completado,Tarjeta de crédito,4.99,
545,397,2025-07-23,Completado,Billetera virtual,0.0,8
546,512,2024-09-01,Completado,Transferencia,2.5,4
547,21,2026-02-11,Completado,Efectivo (retiro en local),0.0,9
548,542,2024-06-13,Completado,Transferencia,2.5,7
549,177,2024-12-11,Reembolsado,Efectivo (retiro en local),2.5,3
550,605,2025-11-13,Completado,Tarjeta de crédito,2.5,4
551,414,2024-07-13,Completado,Tarjeta de crédito,2.5,16
552,329,2025-11-22,Cancelado,Efectivo (retiro en local),7.99,15
553,330,2025-12-27,Completado,Efectivo (retiro en local),2.5,7
554,49,2025-04-07,Completado,Tarjeta de débito,0.0,15
555,537,2024-11-30,Cancelado,Transferencia,7.99,
556,209,2025-10-21,Completado,Efectivo (retiro en local),7.99,17
557,120,2025-03-25,Completado,Tarjeta de débito,7.99,8
558,146,2026-02-04,Completado,Efectivo (retiro en local),7.99,6
559,195,2025-10-13,Completado,Efectivo (retiro en local),0.0,18
560,263,2026-04-29,Reembolsado,Billetera virtual,0.0,15
561,37,2025-09-24,Completado,Tarjeta de crédito,0.0,5
562,70,2025-02-03,Completado,Efectivo (retiro en local),0.0,12
563,326,2024-07-15,Cancelado,Tarjeta de crédito,0.0,8
564,518,2024-08-05,Completado,Tarjeta de débito,7.99,4
565,147,2025-12-13,Completado,Tarjeta de crédito,0.0,
566,4,2025-12-29,Completado,Billetera virtual,4.99,1
567,396,2025-03-17,Reembolsado,Efectivo (retiro en local),2.5,12
568,466,2025-12-02,Completado,Tarjeta de débito,0.0,7
569,308,2024-10-26,Completado,Billetera virtual,2.5,15
570,428,2025-09-15,Reembolsado,Billetera virtual,2.5,10
571,419,2025-06-19,Reembolsado,Transferencia,0.0,10
572,565,2024-11-08,Reembolsado,Billetera virtual,4.99,11
573,160,2026-03-19,Completado,Efectivo (retiro en local),0.0,2
574,9,2024-07-25,Completado,Tarjeta de crédito,0.0,9
575,324,2026-01-19,Pendiente,Billetera virtual,2.5,8
576,156,2024-11-15,Completado,Tarjeta de crédito,4.99,17
577,100,2024-07-11,Completado,Billetera virtual,2.5,10
578,88,2025-06-14,Completado,Tarjeta de débito,0.0,17
579,86,2025-05-30,Cancelado,Billetera virtual,0.0,17
580,444,2025-05-12,Completado,Transferencia,7.99,12
581,11,2026-06-23,Cancelado,Tarjeta de crédito,0.0,10
582,344,2025-06-11,Pendiente,Efectivo (retiro en local),2.5,11
583,87,2026-04-14,Completado,Efectivo (retiro en local),0.0,
584,243,2024-08-29,Pendiente,Tarjeta de crédito,0.0,
585,58,2026-05-23,Completado,Tarjeta de débito,7.99,
586,82,2025-07-02,Completado,Efectivo (retiro en local),0.0,13
587,520,2024-06-07,Completado,Tarjeta de débito,0.0,6
588,330,2025-01-20,Completado,Billetera virtual,7.99,16
589,258,2025-03-16,Pendiente,Tarjeta de débito,0.0,
590,62,2026-02-25,Pendiente,Billetera virtual,0.0,12
591,371,2026-05-16,Reembolsado,Efectivo (retiro en local),7.99,
592,413,2025-09-18,Pendiente,Billetera virtual,2.5,2
593,391,2026-03-10,Completado,Billetera virtual,0.0,
594,402,2024-11-10,Completado,Efectivo (retiro en local),0.0,5
595,62,2025-05-28,Completado,Tarjeta de crédito,0.0,13
596,133,2025-11-25,Completado,Transferencia,7.99,9
597,253,2025-01-01,Completado,Tarjeta de débito,0.0,18
598,256,2025-10-14,Cancelado,Billetera virtual,0.0,8
599,373,2024-07-31,Completado,Tarjeta de débito,0.0,18
600,495,2025-12-28,Completado,Transferencia,0.0,13
601,200,2025-11-19,Pendiente,Efectivo (retiro en local),0.0,5
602,152,2025-09-01,Reembolsado,Billetera virtual,4.99,3
603,332,2025-07-11,Completado,Transferencia,4.99,
604,105,2025-11-18,Completado,Tarjeta de débito,0.0,9
605,406,2026-05-13,Completado,Efectivo (retiro en local),0.0,4
606,239,2024-11-04,Pendiente,Tarjeta de débito,4.99,8
607,42,2024-12-22,Cancelado,Tarjeta de crédito,0.0,5
608,164,2024-12-24,Pendiente,Efectivo (retiro en local),0.0,8
609,457,2026-02-08,Reembolsado,Efectivo (retiro en local),2.5,4
610,306,2026-05-08,Reembolsado,Tarjeta de débito,4.99,7
611,342,2024-12-29,Completado,Billetera virtual,7.99,8
612,32,2026-02-25,Completado,Tarjeta de crédito,0.0,
613,382,2024-08-17,Completado,Billetera virtual,7.99,
614,488,2024-11-26,Completado,Tarjeta de crédito,0.0,5
615,31,2024-07-09,Completado,Billetera virtual,2.5,11
616,491,2024-12-25,Pendiente,Transferencia,0.0,6
617,446,2025-12-25,Reembolsado,Billetera virtual,0.0,
618,417,2024-11-26,Cancelado,Billetera virtual,0.0,12
619,260,2024-10-19,Completado,Transferencia,7.99,12
620,211,2026-05-11,Completado,Tarjeta de crédito,2.5,1
621,405,2025-11-18,Reembolsado,Billetera virtual,0.0,16
622,314,2025-02-03,Pendiente,Billetera virtual,0.0,4
623,413,2024-06-11,Reembolsado,Efectivo (retiro en local),0.0,8
624,433,2026-05-07,Cancelado,Efectivo (retiro en local),0.0,13
625,89,2025-09-30,Completado,Efectivo (retiro en local),0.0,
626,481,2024-07-06,Completado,Transferencia,4.99,12
627,29,2025-11-01,Completado,Tarjeta de crédito,4.99,3
628,167,2024-07-11,Completado,Efectivo (retiro en local),0.0,11
629,79,2024-12-21,Completado,Billetera virtual,0.0,
630,119,2024-09-12,Completado,Tarjeta de débito,0.0,17
631,90,2025-02-25,Reembolsado,Transferencia,2.5,10
632,137,2026-05-20,Completado,Tarjeta de crédito,0.0,
633,220,2024-09-10,Completado,Billetera virtual,4.99,18
634,371,2025-01-17,Pendiente,Transferencia,2.5,
635,522,2025-07-22,Reembolsado,Tarjeta de débito,0.0,17
636,482,2025-11-06,Completado,Billetera virtual,7.99,16
637,296,2026-01-30,Cancelado,Tarjeta de débito,0.0,8
638,531,2026-04-24,Completado,Transferencia,0.0,17
639,474,2026-01-17,Cancelado,Tarjeta de débito,0.0,7
640,402,2025-10-09,Reembolsado,Transferencia,4.99,12
641,502,2026-01-31,Completado,Billetera virtual,2.5,10
642,562,2025-12-01,Completado,Tarjeta de débito,0.0,11
643,284,2025-03-19,Completado,Tarjeta de débito,0.0,5
644,94,2026-01-06,Reembolsado,Efectivo (retiro en local),0.0,13
645,471,2026-02-15,Completado,Tarjeta de débito,0.0,6
646,446,2026-01-15,Pendiente,Efectivo (retiro en local),2.5,12
647,394,2026-02-20,Pendiente,Billetera virtual,0.0,15
648,398,2025-08-27,Cancelado,Tarjeta de débito,0.0,2
649,414,2024-12-30,Completado,Transferencia,0.0,10
650,67,2025-09-07,Reembolsado,Tarjeta de crédito,2.5,16
651,267,2025-10-04,Completado,Tarjeta de débito,0.0,16
652,301,2024-10-24,Pendiente,Billetera virtual,0.0,3
653,54,2026-01-08,Reembolsado,Tarjeta de débito,0.0,15
654,192,2025-02-07,Pendiente,Tarjeta de crédito,0.0,3
655,248,2026-02-14,Pendiente,Transferencia,4.99,6
656,295,2025-09-15,Cancelado,Billetera virtual,7.99,10
657,377,2025-04-02,Completado,Efectivo (retiro en local),2.5,10
658,310,2025-07-11,Completado,Tarjeta de débito,0.0,5
659,104,2025-03-30,Completado,Tarjeta de crédito,0.0,12
660,519,2024-11-17,Completado,Tarjeta de crédito,0.0,15
661,472,2025-05-22,Cancelado,Transferencia,0.0,9
662,500,2025-08-18,Pendiente,Efectivo (retiro en local),0.0,15
663,311,2024-06-13,Completado,Tarjeta de débito,2.5,16
664,216,2024-06-01,Completado,Tarjeta de débito,0.0,6
665,265,2026-01-12,Cancelado,Efectivo (retiro en local),7.99,8
666,279,2025-05-03,Cancelado,Transferencia,2.5,10
667,264,2024-09-18,Pendiente,Tarjeta de débito,4.99,5
668,410,2025-08-04,Cancelado,Transferencia,0.0,
669,59,2025-08-21,Completado,Billetera virtual,0.0,11
670,241,2025-03-21,Completado,Efectivo (retiro en local),0.0,8
671,9,2024-11-01,Cancelado,Billetera virtual,2.5,
672,376,2026-04-27,Reembolsado,Transferencia,7.99,16
673,40,2026-01-18,Completado,Tarjeta de crédito,4.99,
674,539,2024-08-13,Pendiente,Efectivo (retiro en local),0.0,2
675,528,2024-09-07,Completado,Efectivo (retiro en local),0.0,7
676,485,2025-09-07,Completado,Efectivo (retiro en local),0.0,7
677,121,2024-10-30,Completado,Billetera virtual,0.0,2
678,594,2025-01-31,Reembolsado,Billetera virtual,2.5,11
679,485,2026-04-03,Completado,Transferencia,0.0,10
680,510,2025-09-18,Reembolsado,Billetera virtual,7.99,8
681,246,2025-11-08,Cancelado,Billetera virtual,0.0,4
682,382,2025-05-12,Completado,Tarjeta de crédito,2.5,14
683,542,2026-01-26,Cancelado,Efectivo (retiro en local),0.0,11
684,468,2024-07-16,Completado,Transferencia,0.0,11
685,5,2025-11-26,Completado,Tarjeta de crédito,0.0,12
686,281,2025-12-01,Pendiente,Efectivo (retiro en local),2.5,
687,337,2024-11-29,Cancelado,Tarjeta de débito,0.0,11
688,22,2024-09-10,Completado,Transferencia,0.0,7
689,556,2026-05-10,Cancelado,Tarjeta de crédito,0.0,2
690,277,2024-12-01,Completado,Billetera virtual,0.0,1
691,89,2024-08-04,Completado,Tarjeta de débito,0.0,3
692,496,2026-01-22,Reembolsado,Tarjeta de crédito,7.99,5
693,323,2025-09-18,Completado,Tarjeta de débito,0.0,17
694,110,2024-07-27,Completado,Tarjeta de débito,7.99,6
695,292,2025-05-02,Completado,Tarjeta de crédito,0.0,14
696,564,2025-12-07,Pendiente,Tarjeta de crédito,7.99,15
697,54,2024-10-19,Completado,Tarjeta de crédito,4.99,
698,370,2025-07-21,Cancelado,Tarjeta de crédito,0.0,3
699,6,2026-04-29,Cancelado,Transferencia,4.99,4
700,422,2026-01-14,Completado,Transferencia,0.0,17
701,510,2024-06-02,Completado,Billetera virtual,4.99,4
702,42,2025-01-23,Completado,Tarjeta de crédito,7.99,
703,148,2024-10-29,Reembolsado,Tarjeta de crédito,0.0,8
704,475,2024-11-10,Completado,Tarjeta de crédito,7.99,12
705,230,2025-09-04,Completado,Transferencia,2.5,10
706,565,2025-11-04,Reembolsado,Tarjeta de débito,0.0,6
707,251,2026-04-16,Cancelado,Efectivo (retiro en local),4.99,14
708,568,2025-08-04,Cancelado,Transferencia,0.0,13
709,279,2026-01-22,Completado,Billetera virtual,7.99,17
710,576,2024-06-17,Reembolsado,Tarjeta de crédito,0.0,16
711,562,2025-08-26,Reembolsado,Tarjeta de débito,0.0,4
712,603,2025-09-04,Completado,Tarjeta de crédito,0.0,5
713,339,2024-09-11,Completado,Efectivo (retiro en local),4.99,5
714,161,2025-01-26,Reembolsado,Tarjeta de crédito,7.99,3
715,121,2026-06-14,Reembolsado,Tarjeta de débito,0.0,18
716,112,2024-08-26,Pendiente,Tarjeta de débito,0.0,
717,533,2026-06-01,Cancelado,Efectivo (retiro en local),4.99,16
718,267,2026-02-11,Completado,Tarjeta de crédito,0.0,10
719,236,2026-06-25,Reembolsado,Efectivo (retiro en local),0.0,15
720,348,2025-11-20,Cancelado,Tarjeta de crédito,0.0,6
721,92,2025-11-13,Completado,Efectivo (retiro en local),2.5,
722,25,2026-06-11,Completado,Tarjeta de crédito,0.0,3
723,517,2026-03-24,Completado,Transferencia,0.0,3
724,591,2025-12-05,Completado,Transferencia,2.5,14
725,296,2025-10-27,Cancelado,Tarjeta de crédito,0.0,10
726,350,2024-08-30,Completado,Efectivo (retiro en local),0.0,14
727,524,2025-01-20,Completado,Transferencia,7.99,
728,247,2025-07-26,Cancelado,Efectivo (retiro en local),4.99,12
729,542,2026-06-27,Completado,Transferencia,7.99,6
730,388,2026-06-06,Pendiente,Tarjeta de débito,4.99,18
731,68,2024-10-23,Reembolsado,Billetera virtual,4.99,7
732,134,2025-06-13,Reembolsado,Efectivo (retiro en local),2.5,4
733,400,2025-03-26,Reembolsado,Billetera virtual,0.0,9
734,24,2026-04-16,Completado,Billetera virtual,2.5,7
735,138,2025-09-20,Cancelado,Tarjeta de crédito,7.99,8
736,299,2025-01-31,Completado,Tarjeta de débito,0.0,9
737,228,2024-10-23,Pendiente,Tarjeta de crédito,0.0,1
738,331,2025-01-18,Completado,Billetera virtual,0.0,
739,336,2025-07-04,Completado,Billetera virtual,4.99,11
740,387,2025-05-08,Completado,Billetera virtual,0.0,7
741,300,2025-01-18,Completado,Billetera virtual,4.99,13
742,463,2025-03-09,Completado,Transferencia,2.5,
743,302,2024-10-12,Cancelado,Efectivo (retiro en local),2.5,
744,99,2024-09-28,Reembolsado,Tarjeta de débito,2.5,
745,400,2025-07-13,Cancelado,Tarjeta de crédito,0.0,10
746,180,2025-01-10,Completado,Transferencia,0.0,
747,42,2024-09-27,Completado,Transferencia,4.99,
748,380,2025-09-06,Reembolsado,Tarjeta de crédito,4.99,
749,566,2026-03-20,Cancelado,Efectivo (retiro en local),7.99,12
750,375,2026-01-15,Completado,Efectivo (retiro en local),0.0,2
751,195,2024-09-19,Completado,Tarjeta de débito,0.0,2
752,428,2024-07-02,Reembolsado,Billetera virtual,0.0,4
753,18,2025-03-19,Pendiente,Tarjeta de crédito,0.0,11
754,563,2024-10-29,Completado,Efectivo (retiro en local),0.0,15
755,353,2025-07-22,Reembolsado,Tarjeta de crédito,0.0,
756,42,2024-07-01,Pendiente,Tarjeta de débito,2.5,5
757,399,2024-08-04,Completado,Tarjeta de crédito,2.5,14
758,27,2024-07-20,Completado,Billetera virtual,4.99,
759,148,2024-07-22,Reembolsado,Transferencia,0.0,18
760,422,2026-04-19,Completado,Efectivo (retiro en local),0.0,9
761,504,2026-06-13,Reembolsado,Billetera virtual,2.5,
762,270,2024-08-08,Completado,Tarjeta de débito,0.0,12
763,411,2024-09-20,Completado,Efectivo (retiro en local),0.0,12
764,81,2026-02-08,Completado,Tarjeta de crédito,2.5,1
765,354,2025-06-21,Completado,Tarjeta de débito,0.0,12
766,607,2024-07-21,Reembolsado,Tarjeta de débito,4.99,8
767,97,2025-08-16,Completado,Transferencia,0.0,5
768,175,2024-12-09,Completado,Tarjeta de crédito,0.0,18
769,199,2025-02-23,Cancelado,Billetera virtual,0.0,16
770,327,2025-07-24,Completado,Transferencia,0.0,16
771,415,2025-11-13,Pendiente,Tarjeta de débito,0.0,9
772,176,2024-12-02,Completado,Transferencia,0.0,3
773,344,2025-12-05,Completado,Tarjeta de crédito,7.99,6
774,548,2026-04-30,Completado,Tarjeta de débito,2.5,17
775,299,2026-03-26,Completado,Transferencia,4.99,8
776,184,2025-01-27,Cancelado,Billetera virtual,2.5,10
777,473,2025-10-20,Cancelado,Efectivo (retiro en local),2.5,10
778,545,2025-04-22,Reembolsado,Efectivo (retiro en local),0.0,10
779,400,2025-06-26,Reembolsado,Efectivo (retiro en local),0.0,12
780,137,2026-05-01,Cancelado,Efectivo (retiro en local),0.0,10
781,336,2024-12-09,Cancelado,Transferencia,7.99,13
782,604,2025-01-13,Pendiente,Tarjeta de débito,0.0,14
783,573,2025-04-29,Completado,Efectivo (retiro en local),0.0,13
784,116,2025-10-06,Cancelado,Billetera virtual,0.0,
785,89,2025-06-08,Completado,Billetera virtual,0.0,
786,220,2025-08-04,Completado,Efectivo (retiro en local),0.0,5
787,363,2024-11-29,Completado,Billetera virtual,4.99,14
788,135,2025-10-03,Completado,Transferencia,0.0,2
789,571,2025-08-13,Completado,Tarjeta de crédito,0.0,16
790,433,2025-06-08,Pendiente,Transferencia,7.99,17
791,27,2024-10-18,Pendiente,Tarjeta de crédito,0.0,
792,243,2024-10-13,Reembolsado,Tarjeta de crédito,0.0,8
793,535,2024-12-26,Reembolsado,Billetera virtual,4.99,3
794,393,2025-07-01,Cancelado,Efectivo (retiro en local),7.99,13
795,300,2026-03-21,Completado,Tarjeta de débito,7.99,
796,72,2025-11-21,Completado,Tarjeta de débito,7.99,15
797,65,2024-10-08,Completado,Efectivo (retiro en local),0.0,18
798,61,2025-06-22,Reembolsado,Tarjeta de crédito,0.0,14
799,483,2025-07-19,Cancelado,Tarjeta de crédito,7.99,12
800,372,2025-12-28,Reembolsado,Transferencia,2.5,2
801,481,2024-11-27,Completado,Billetera virtual,7.99,4
802,30,2025-04-30,Completado,Tarjeta de débito,0.0,16
803,171,2025-04-29,Reembolsado,Transferencia,7.99,5
804,511,2026-02-16,Reembolsado,Tarjeta de crédito,0.0,12
805,532,2025-02-04,Completado,Tarjeta de débito,0.0,1
806,46,2025-02-27,Pendiente,Efectivo (retiro en local),2.5,17
807,42,2024-12-24,Completado,Transferencia,0.0,5
808,153,2026-03-21,Cancelado,Tarjeta de débito,7.99,16
809,202,2024-06-06,Cancelado,Billetera virtual,2.5,
810,50,2026-03-11,Completado,Tarjeta de débito,0.0,4
811,92,2024-09-27,Completado,Billetera virtual,2.5,1
812,352,2026-04-09,Reembolsado,Efectivo (retiro en local),2.5,5
813,14,2026-04-08,Completado,Billetera virtual,7.99,7
814,154,2026-02-01,Completado,Billetera virtual,0.0,
815,598,2025-10-22,Pendiente,Tarjeta de crédito,0.0,5
816,28,2025-02-21,Completado,Tarjeta de débito,0.0,2
817,88,2025-08-16,Completado,Efectivo (retiro en local),0.0,11
818,163,2026-05-02,Reembolsado,Tarjeta de crédito,0.0,7
819,416,2025-10-22,Cancelado,Billetera virtual,0.0,11
820,253,2025-02-13,Completado,Tarjeta de crédito,0.0,6
821,103,2025-09-04,Completado,Transferencia,0.0,13
822,376,2025-09-02,Completado,Tarjeta de débito,4.99,
823,201,2025-11-03,Completado,Billetera virtual,2.5,1
824,295,2025-06-05,Cancelado,Transferencia,2.5,7
825,446,2024-12-04,Completado,Efectivo (retiro en local),4.99,9
826,161,2025-08-25,Completado,Billetera virtual,2.5,11
827,487,2024-06-20,Completado,Tarjeta de crédito,0.0,10
828,39,2024-06-21,Reembolsado,Transferencia,4.99,5
829,542,2025-10-18,Reembolsado,Tarjeta de débito,7.99,
830,105,2025-07-26,Completado,Tarjeta de crédito,0.0,4
831,117,2026-02-16,Completado,Tarjeta de crédito,0.0,6
832,472,2025-12-06,Pendiente,Tarjeta de débito,0.0,
833,115,2024-08-25,Completado,Tarjeta de crédito,7.99,15
834,463,2025-05-31,Cancelado,Efectivo (retiro en local),7.99,5
835,185,2024-12-11,Completado,Efectivo (retiro en local),0.0,7
836,402,2026-01-14,Reembolsado,Billetera virtual,7.99,18
837,121,2025-02-20,Pendiente,Tarjeta de crédito,4.99,11
838,566,2026-03-20,Completado,Tarjeta de débito,2.5,7
839,290,2026-02-15,Completado,Billetera virtual,4.99,5
840,575,2025-05-13,Completado,Billetera virtual,0.0,3
841,410,2025-11-28,Reembolsado,Efectivo (retiro en local),0.0,17
842,155,2025-11-22,Completado,Efectivo (retiro en local),4.99,
843,210,2026-06-02,Completado,Tarjeta de crédito,0.0,4
844,23,2024-11-17,Completado,Transferencia,0.0,13
845,297,2025-03-08,Completado,Efectivo (retiro en local),2.5,10
846,67,2025-11-11,Completado,Transferencia,4.99,15
847,335,2026-02-28,Completado,Billetera virtual,7.99,10
848,519,2025-06-26,Cancelado,Transferencia,7.99,
849,185,2024-07-30,Pendiente,Billetera virtual,0.0,5
850,322,2025-02-10,Completado,Tarjeta de débito,0.0,14
851,301,2025-06-21,Completado,Transferencia,7.99,15
852,30,2026-01-06,Completado,Transferencia,0.0,5
853,379,2025-02-20,Pendiente,Billetera virtual,2.5,2
854,356,2025-01-21,Completado,Tarjeta de crédito,7.99,11
855,463,2025-08-13,Completado,Billetera virtual,0.0,10
856,288,2026-05-28,Completado,Tarjeta de crédito,0.0,14
857,603,2025-11-11,Completado,Billetera virtual,7.99,13
858,436,2024-08-17,Completado,Tarjeta de crédito,0.0,
859,441,2025-05-21,Reembolsado,Efectivo (retiro en local),7.99,10
860,440,2025-02-16,Completado,Transferencia,0.0,18
861,87,2025-09-05,Completado,Billetera virtual,0.0,5
862,75,2025-09-30,Completado,Tarjeta de crédito,7.99,15
863,43,2025-02-17,Completado,Tarjeta de débito,0.0,10
864,406,2025-08-26,Completado,Efectivo (retiro en local),0.0,14
865,286,2025-02-16,Completado,Transferencia,0.0,6
866,127,2024-10-29,Cancelado,Billetera virtual,4.99,14
867,323,2025-10-06,Cancelado,Tarjeta de débito,2.5,1
868,180,2025-03-02,Completado,Tarjeta de débito,4.99,18
869,106,2024-11-02,Completado,Efectivo (retiro en local),2.5,
870,236,2024-11-27,Completado,Tarjeta de crédito,0.0,14
871,194,2025-06-17,Completado,Tarjeta de crédito,0.0,
872,49,2025-10-08,Completado,Billetera virtual,4.99,18
873,101,2024-07-06,Completado,Tarjeta de débito,7.99,
874,400,2025-08-07,Completado,Tarjeta de crédito,0.0,
875,606,2025-03-03,Pendiente,Efectivo (retiro en local),2.5,
876,541,2025-01-26,Cancelado,Billetera virtual,4.99,15
877,584,2025-09-09,Completado,Tarjeta de crédito,7.99,17
878,535,2026-01-13,Cancelado,Tarjeta de débito,2.5,
879,322,2024-09-29,Completado,Billetera virtual,2.5,7
880,395,2026-02-07,Completado,Tarjeta de crédito,0.0,15
881,271,2026-06-09,Reembolsado,Transferencia,0.0,2
882,47,2025-04-23,Completado,Efectivo (retiro en local),0.0,
883,217,2024-10-18,Completado,Billetera virtual,0.0,14
884,92,2025-10-11,Cancelado,Efectivo (retiro en local),0.0,3
885,68,2024-07-31,Pendiente,Transferencia,4.99,18
886,2,2026-02-16,Completado,Billetera virtual,0.0,
887,584,2024-10-18,Completado,Tarjeta de crédito,0.0,12
888,5,2025-10-09,Completado,Tarjeta de crédito,4.99,16
889,569,2026-01-08,Completado,Billetera virtual,0.0,2
890,341,2024-07-17,Completado,Transferencia,4.99,17
891,156,2025-08-05,Cancelado,Tarjeta de crédito,2.5,6
892,306,2025-07-21,Completado,Efectivo (retiro en local),0.0,8
